date,type,value
19/09/18,open,111820.0000000
19/09/18,high,111830.0000000
19/09/18,low,111780.0000000
19/09/18,close,111820.0000000
19/09/18,open,111820.0000000
19/09/18,high,111830.0000000
19/09/18,low,111810.0000000
19/09/18,close,111820.0000000
19/09/18,open,111810.0000000
19/09/18,high,111820.0000000
19/09/18,low,111770.0000000
19/09/18,close,111800.0000000
19/09/18,open,111780.0000000
19/09/18,high,111790.0000000
19/09/18,low,111780.0000000
19/09/18,close,111790.0000000
19/09/18,open,111800.0000000
19/09/18,high,111800.0000000
19/09/18,low,111790.0000000
19/09/18,close,111790.0000000
19/09/18,open,111790.0000000
19/09/18,high,111790.0000000
19/09/18,low,111780.0000000
19/09/18,close,111790.0000000
19/09/18,open,111800.0000000
19/09/18,high,111810.0000000
19/09/18,low,111790.0000000
19/09/18,close,111810.0000000
19/09/18,open,111810.0000000
19/09/18,high,111810.0000000
19/09/18,low,111800.0000000
19/09/18,close,111800.0000000
19/09/18,open,111790.0000000
19/09/18,high,111800.0000000
19/09/18,low,111760.0000000
19/09/18,close,111790.0000000
19/09/18,open,111790.0000000
19/09/18,high,111820.0000000
19/09/18,low,111790.0000000
19/09/18,close,111800.0000000
19/09/18,open,111800.0000000
19/09/18,high,111810.0000000
19/09/18,low,111800.0000000
19/09/18,close,111810.0000000
19/09/18,open,111780.0000000
19/09/18,high,111790.0000000
19/09/18,low,111740.0000000
19/09/18,close,111770.0000000
19/09/18,open,111770.0000000
19/09/18,high,111770.0000000
19/09/18,low,111700.0000000
19/09/18,close,111760.0000000
19/09/18,open,111760.0000000
19/09/18,high,111780.0000000
19/09/18,low,111720.0000000
19/09/18,close,111720.0000000
19/09/18,open,111740.0000000
19/09/18,high,111740.0000000
19/09/18,low,111660.0000000
19/09/18,close,111700.0000000
19/09/18,open,111700.0000000
19/09/18,high,111770.0000000
19/09/18,low,111670.0000000
19/09/18,close,111730.0000000
19/09/18,open,111730.0000000
19/09/18,high,111730.0000000
19/09/18,low,111710.0000000
19/09/18,close,111720.0000000
19/09/18,open,111720.0000000
19/09/18,high,111760.0000000
19/09/18,low,111710.0000000
19/09/18,close,111740.0000000
19/09/18,open,111750.0000000
19/09/18,high,111760.0000000
19/09/18,low,111740.0000000
19/09/18,close,111750.0000000
19/09/18,open,111770.0000000
19/09/18,high,111770.0000000
19/09/18,low,111650.0000000
19/09/18,close,111720.0000000
19/09/18,open,111710.0000000
19/09/18,high,111720.0000000
19/09/18,low,111710.0000000
19/09/18,close,111720.0000000
19/09/18,open,111710.0000000
19/09/18,high,111790.0000000
19/09/18,low,111710.0000000
19/09/18,close,111790.0000000
19/09/18,open,111790.0000000
19/09/18,high,111790.0000000
19/09/18,low,111770.0000000
19/09/18,close,111770.0000000
19/09/18,open,111770.0000000
19/09/18,high,111770.0000000
19/09/18,low,111770.0000000
19/09/18,close,111770.0000000
19/09/18,open,111790.0000000
19/09/18,high,111790.0000000
19/09/18,low,111780.0000000
19/09/18,close,111780.0000000
19/09/18,open,111770.0000000
19/09/18,high,111780.0000000
19/09/18,low,111770.0000000
19/09/18,close,111770.0000000
19/09/18,open,111770.0000000
19/09/18,high,111780.0000000
19/09/18,low,111760.0000000
19/09/18,close,111760.0000000
19/09/18,open,111780.0000000
19/09/18,high,111780.0000000
19/09/18,low,111750.0000000
19/09/18,close,111760.0000000
19/09/18,open,111780.0000000
19/09/18,high,111810.0000000
19/09/18,low,111770.0000000
19/09/18,close,111780.0000000
19/09/18,open,111810.0000000
19/09/18,high,111810.0000000
19/09/18,low,111790.0000000
19/09/18,close,111790.0000000
19/09/18,open,111800.0000000
19/09/18,high,111820.0000000
19/09/18,low,111660.0000000
19/09/18,close,111780.0000000
19/09/18,open,111780.0000000
19/09/18,high,111800.0000000
19/09/18,low,111750.0000000
19/09/18,close,111800.0000000
19/09/18,open,111750.0000000
19/09/18,high,111790.0000000
19/09/18,low,111750.0000000
19/09/18,close,111790.0000000
19/09/18,open,111790.0000000
19/09/18,high,111800.0000000
19/09/18,low,111760.0000000
19/09/18,close,111760.0000000
19/09/18,open,111800.0000000
19/09/18,high,111800.0000000
19/09/18,low,111800.0000000
19/09/18,close,111800.0000000
19/09/18,open,111780.0000000
19/09/18,high,111830.0000000
19/09/18,low,111780.0000000
19/09/18,close,111810.0000000
19/09/18,open,111790.0000000
19/09/18,high,111820.0000000
19/09/18,low,111790.0000000
19/09/18,close,111790.0000000
19/09/18,open,111790.0000000
19/09/18,high,111820.0000000
19/09/18,low,111760.0000000
19/09/18,close,111760.0000000
19/09/18,open,111780.0000000
19/09/18,high,111820.0000000
19/09/18,low,111780.0000000
19/09/18,close,111790.0000000
19/09/18,open,111800.0000000
19/09/18,high,111800.0000000
19/09/18,low,111800.0000000
19/09/18,close,111800.0000000
19/09/18,open,111820.0000000
19/09/18,high,111840.0000000
19/09/18,low,111690.0000000
19/09/18,close,111790.0000000
19/09/18,open,111790.0000000
19/09/18,high,111820.0000000
19/09/18,low,111770.0000000
19/09/18,close,111820.0000000
19/09/18,open,111810.0000000
19/09/18,high,111870.0000000
19/09/18,low,111810.0000000
19/09/18,close,111850.0000000
19/09/18,open,111860.0000000
19/09/18,high,111890.0000000
19/09/18,low,111860.0000000
19/09/18,close,111890.0000000
19/09/18,open,111890.0000000
19/09/18,high,111920.0000000
19/09/18,low,111880.0000000
19/09/18,close,111920.0000000
19/09/18,open,111920.0000000
19/09/18,high,111920.0000000
19/09/18,low,111890.0000000
19/09/18,close,111890.0000000
19/09/18,open,111900.0000000
19/09/18,high,111920.0000000
19/09/18,low,111870.0000000
19/09/18,close,111870.0000000
19/09/18,open,111880.0000000
19/09/18,high,111910.0000000
19/09/18,low,111880.0000000
19/09/18,close,111910.0000000
19/09/18,open,111890.0000000
19/09/18,high,111900.0000000
19/09/18,low,111870.0000000
19/09/18,close,111900.0000000
19/09/18,open,111880.0000000
19/09/18,high,111900.0000000
19/09/18,low,111870.0000000
19/09/18,close,111900.0000000
19/09/18,open,111890.0000000
19/09/18,high,111910.0000000
19/09/18,low,111870.0000000
19/09/18,close,111870.0000000
19/09/18,open,111910.0000000
19/09/18,high,111910.0000000
19/09/18,low,111900.0000000
19/09/18,close,111900.0000000
19/09/18,open,111920.0000000
19/09/18,high,111920.0000000
19/09/18,low,111900.0000000
19/09/18,close,111920.0000000
19/09/18,open,111920.0000000
19/09/18,high,111950.0000000
19/09/18,low,111870.0000000
19/09/18,close,111890.0000000
19/09/18,open,111880.0000000
19/09/18,high,111920.0000000
19/09/18,low,111880.0000000
19/09/18,close,111900.0000000
19/09/18,open,111920.0000000
19/09/18,high,111920.0000000
19/09/18,low,111920.0000000
19/09/18,close,111920.0000000
19/09/18,open,111920.0000000
19/09/18,high,111930.0000000
19/09/18,low,111910.0000000
19/09/18,close,111910.0000000
19/09/18,open,111900.0000000
19/09/18,high,111920.0000000
19/09/18,low,111890.0000000
19/09/18,close,111920.0000000
19/09/18,open,111880.0000000
19/09/18,high,111920.0000000
19/09/18,low,111880.0000000
19/09/18,close,111900.0000000
19/09/18,open,111910.0000000
19/09/18,high,111910.0000000
19/09/18,low,111870.0000000
19/09/18,close,111870.0000000
19/09/18,open,111880.0000000
19/09/18,high,112010.0000000
19/09/18,low,111850.0000000
19/09/18,close,112010.0000000
19/09/18,open,111980.0000000
19/09/18,high,112090.0000000
19/09/18,low,111950.0000000
19/09/18,close,112000.0000000
19/09/18,open,112040.0000000
19/09/18,high,112070.0000000
19/09/18,low,112000.0000000
19/09/18,close,112060.0000000
19/09/18,open,112060.0000000
19/09/18,high,112080.0000000
19/09/18,low,112010.0000000
19/09/18,close,112030.0000000
19/09/18,open,112060.0000000
19/09/18,high,112080.0000000
19/09/18,low,111960.0000000
19/09/18,close,112020.0000000
19/09/18,open,112030.0000000
19/09/18,high,112080.0000000
19/09/18,low,111960.0000000
19/09/18,close,111960.0000000
19/10/18,open,113540.0000000
19/10/18,high,114270.0000000
19/10/18,low,113540.0000000
19/10/18,close,114050.0000000
19/10/18,open,114050.0000000
19/10/18,high,114220.0000000
19/10/18,low,114040.0000000
19/10/18,close,114190.0000000
19/10/18,open,114190.0000000
19/10/18,high,114190.0000000
19/10/18,low,113980.0000000
19/10/18,close,114010.0000000
19/10/18,open,114000.0000000
19/10/18,high,114080.0000000
19/10/18,low,113980.0000000
19/10/18,close,114040.0000000
19/10/18,open,114040.0000000
19/10/18,high,114080.0000000
19/10/18,low,114020.0000000
19/10/18,close,114060.0000000
19/10/18,open,114050.0000000
19/10/18,high,114060.0000000
19/10/18,low,113890.0000000
19/10/18,close,114010.0000000
19/10/18,open,114010.0000000
19/10/18,high,114040.0000000
19/10/18,low,113970.0000000
19/10/18,close,113970.0000000
19/10/18,open,113960.0000000
19/10/18,high,113980.0000000
19/10/18,low,113830.0000000
19/10/18,close,113860.0000000
19/10/18,open,113850.0000000
19/10/18,high,113860.0000000
19/10/18,low,113730.0000000
19/10/18,close,113820.0000000
19/10/18,open,113800.0000000
19/10/18,high,113800.0000000
19/10/18,low,113660.0000000
19/10/18,close,113680.0000000
19/10/18,open,113680.0000000
19/10/18,high,113770.0000000
19/10/18,low,113640.0000000
19/10/18,close,113720.0000000
19/10/18,open,113720.0000000
19/10/18,high,113870.0000000
19/10/18,low,113700.0000000
19/10/18,close,113840.0000000
19/10/18,open,113830.0000000
19/10/18,high,113840.0000000
19/10/18,low,113750.0000000
19/10/18,close,113770.0000000
19/10/18,open,113760.0000000
19/10/18,high,113760.0000000
19/10/18,low,113700.0000000
19/10/18,close,113750.0000000
19/10/18,open,113730.0000000
19/10/18,high,113740.0000000
19/10/18,low,113660.0000000
19/10/18,close,113690.0000000
19/10/18,open,113680.0000000
19/10/18,high,113750.0000000
19/10/18,low,113660.0000000
19/10/18,close,113680.0000000
19/10/18,open,113700.0000000
19/10/18,high,113700.0000000
19/10/18,low,113520.0000000
19/10/18,close,113610.0000000
19/10/18,open,113620.0000000
19/10/18,high,113730.0000000
19/10/18,low,113600.0000000
19/10/18,close,113690.0000000
19/10/18,open,113690.0000000
19/10/18,high,113690.0000000
19/10/18,low,113590.0000000
19/10/18,close,113610.0000000
19/10/18,open,113610.0000000
19/10/18,high,113640.0000000
19/10/18,low,113580.0000000
19/10/18,close,113620.0000000
19/10/18,open,113610.0000000
19/10/18,high,113630.0000000
19/10/18,low,113390.0000000
19/10/18,close,113410.0000000
19/10/18,open,113420.0000000
19/10/18,high,113560.0000000
19/10/18,low,113390.0000000
19/10/18,close,113550.0000000
19/10/18,open,113540.0000000
19/10/18,high,113730.0000000
19/10/18,low,113510.0000000
19/10/18,close,113700.0000000
19/10/18,open,113700.0000000
19/10/18,high,113710.0000000
19/10/18,low,113620.0000000
19/10/18,close,113640.0000000
19/10/18,open,113640.0000000
19/10/18,high,113640.0000000
19/10/18,low,113530.0000000
19/10/18,close,113550.0000000
19/10/18,open,113550.0000000
19/10/18,high,113580.0000000
19/10/18,low,113460.0000000
19/10/18,close,113540.0000000
19/10/18,open,113550.0000000
19/10/18,high,113600.0000000
19/10/18,low,113540.0000000
19/10/18,close,113560.0000000
19/10/18,open,113540.0000000
19/10/18,high,113550.0000000
19/10/18,low,113470.0000000
19/10/18,close,113540.0000000
19/10/18,open,113540.0000000
19/10/18,high,113580.0000000
19/10/18,low,113510.0000000
19/10/18,close,113520.0000000
19/10/18,open,113510.0000000
19/10/18,high,113510.0000000
19/10/18,low,113430.0000000
19/10/18,close,113430.0000000
19/10/18,open,113430.0000000
19/10/18,high,113430.0000000
19/10/18,low,113180.0000000
19/10/18,close,113340.0000000
19/10/18,open,113330.0000000
19/10/18,high,113570.0000000
19/10/18,low,113280.0000000
19/10/18,close,113560.0000000
19/10/18,open,113560.0000000
19/10/18,high,113600.0000000
19/10/18,low,113520.0000000
19/10/18,close,113540.0000000
19/10/18,open,113530.0000000
19/10/18,high,113530.0000000
19/10/18,low,113310.0000000
19/10/18,close,113340.0000000
19/10/18,open,113340.0000000
19/10/18,high,113340.0000000
19/10/18,low,112950.0000000
19/10/18,close,113170.0000000
19/10/18,open,113160.0000000
19/10/18,high,113170.0000000
19/10/18,low,112900.0000000
19/10/18,close,113020.0000000
19/10/18,open,113020.0000000
19/10/18,high,113030.0000000
19/10/18,low,112900.0000000
19/10/18,close,112930.0000000
19/10/18,open,112940.0000000
19/10/18,high,113200.0000000
19/10/18,low,112920.0000000
19/10/18,close,113200.0000000
19/10/18,open,113190.0000000
19/10/18,high,113230.0000000
19/10/18,low,113120.0000000
19/10/18,close,113190.0000000
19/10/18,open,113190.0000000
19/10/18,high,113230.0000000
19/10/18,low,113110.0000000
19/10/18,close,113120.0000000
19/10/18,open,113110.0000000
19/10/18,high,113230.0000000
19/10/18,low,113100.0000000
19/10/18,close,113210.0000000
19/10/18,open,113210.0000000
19/10/18,high,113230.0000000
19/10/18,low,113110.0000000
19/10/18,close,113130.0000000
19/10/18,open,113120.0000000
19/10/18,high,113140.0000000
19/10/18,low,113030.0000000
19/10/18,close,113060.0000000
19/10/18,open,113070.0000000
19/10/18,high,113070.0000000
19/10/18,low,112930.0000000
19/10/18,close,113000.0000000
19/10/18,open,113000.0000000
19/10/18,high,113130.0000000
19/10/18,low,112990.0000000
19/10/18,close,113110.0000000
19/10/18,open,113110.0000000
19/10/18,high,113170.0000000
19/10/18,low,113060.0000000
19/10/18,close,113160.0000000
19/10/18,open,113160.0000000
19/10/18,high,113190.0000000
19/10/18,low,113140.0000000
19/10/18,close,113190.0000000
19/10/18,open,113180.0000000
19/10/18,high,113200.0000000
19/10/18,low,113090.0000000
19/10/18,close,113120.0000000
19/10/18,open,113120.0000000
19/10/18,high,113170.0000000
19/10/18,low,113120.0000000
19/10/18,close,113140.0000000
19/10/18,open,113140.0000000
19/10/18,high,113150.0000000
19/10/18,low,113010.0000000
19/10/18,close,113120.0000000
19/10/18,open,113110.0000000
19/10/18,high,113140.0000000
19/10/18,low,113080.0000000
19/10/18,close,113110.0000000
19/10/18,open,113100.0000000
19/10/18,high,113140.0000000
19/10/18,low,113070.0000000
19/10/18,close,113110.0000000
19/10/18,open,113120.0000000
19/10/18,high,113120.0000000
19/10/18,low,113050.0000000
19/10/18,close,113060.0000000
19/10/18,open,113070.0000000
19/10/18,high,113070.0000000
19/10/18,low,112960.0000000
19/10/18,close,112990.0000000
19/10/18,open,113000.0000000
19/10/18,high,113050.0000000
19/10/18,low,112920.0000000
19/10/18,close,113000.0000000
19/10/18,open,113000.0000000
19/10/18,high,113140.0000000
19/10/18,low,112990.0000000
19/10/18,close,113080.0000000
19/10/18,open,113070.0000000
19/10/18,high,113210.0000000
19/10/18,low,113070.0000000
19/10/18,close,113200.0000000
19/10/18,open,113200.0000000
19/10/18,high,113270.0000000
19/10/18,low,113180.0000000
19/10/18,close,113240.0000000
19/10/18,open,113240.0000000
19/10/18,high,113260.0000000
19/10/18,low,113210.0000000
19/10/18,close,113220.0000000
19/10/18,open,113230.0000000
19/10/18,high,113230.0000000
19/10/18,low,113160.0000000
19/10/18,close,113170.0000000
19/10/18,open,113170.0000000
19/10/18,high,113240.0000000
19/10/18,low,113170.0000000
19/10/18,close,113220.0000000
19/10/18,open,113220.0000000
19/10/18,high,113260.0000000
19/10/18,low,113200.0000000
19/10/18,close,113230.0000000
19/10/18,open,113230.0000000
19/10/18,high,113230.0000000
19/10/18,low,113150.0000000
19/10/18,close,113190.0000000
19/10/18,open,113180.0000000
19/10/18,high,113210.0000000
19/10/18,low,113160.0000000
19/10/18,close,113190.0000000
19/10/18,open,113200.0000000
19/10/18,high,113220.0000000
19/10/18,low,113060.0000000
19/10/18,close,113060.0000000
19/10/18,open,113060.0000000
19/10/18,high,113080.0000000
19/10/18,low,112940.0000000
19/10/18,close,113010.0000000
19/10/18,open,113000.0000000
19/10/18,high,113050.0000000
19/10/18,low,112930.0000000
19/10/18,close,113010.0000000
19/10/18,open,113020.0000000
19/10/18,high,113020.0000000
19/10/18,low,112910.0000000
19/10/18,close,112930.0000000
19/10/18,open,112930.0000000
19/10/18,high,113040.0000000
19/10/18,low,112920.0000000
19/10/18,close,113020.0000000
19/10/18,open,113030.0000000
19/10/18,high,113120.0000000
19/10/18,low,112980.0000000
19/10/18,close,113100.0000000
19/10/18,open,113090.0000000
19/10/18,high,113160.0000000
19/10/18,low,113080.0000000
19/10/18,close,113110.0000000
19/10/18,open,113130.0000000
19/10/18,high,113140.0000000
19/10/18,low,113090.0000000
19/10/18,close,113120.0000000
19/10/18,open,113110.0000000
19/10/18,high,113130.0000000
19/10/18,low,112960.0000000
19/10/18,close,112980.0000000
19/10/18,open,112980.0000000
19/10/18,high,113020.0000000
19/10/18,low,112960.0000000
19/10/18,close,113000.0000000
19/10/18,open,113010.0000000
19/10/18,high,113130.0000000
19/10/18,low,113010.0000000
19/10/18,close,113130.0000000
19/10/18,open,113110.0000000
19/10/18,high,113150.0000000
19/10/18,low,113080.0000000
19/10/18,close,113110.0000000
19/10/18,open,113120.0000000
19/10/18,high,113150.0000000
19/10/18,low,113100.0000000
19/10/18,close,113100.0000000
19/10/18,open,113100.0000000
19/10/18,high,113100.0000000
19/10/18,low,113020.0000000
19/10/18,close,113040.0000000
19/10/18,open,113030.0000000
19/10/18,high,113060.0000000
19/10/18,low,112750.0000000
19/10/18,close,112810.0000000
19/10/18,open,112810.0000000
19/10/18,high,112890.0000000
19/10/18,low,112770.0000000
19/10/18,close,112780.0000000
19/10/18,open,112780.0000000
19/10/18,high,112850.0000000
19/10/18,low,112750.0000000
19/10/18,close,112770.0000000
19/10/18,open,112790.0000000
19/10/18,high,112800.0000000
19/10/18,low,112650.0000000
19/10/18,close,112660.0000000
19/10/18,open,112650.0000000
19/10/18,high,112790.0000000
19/10/18,low,112650.0000000
19/10/18,close,112730.0000000
19/10/18,open,112730.0000000
19/10/18,high,112760.0000000
19/10/18,low,112660.0000000
19/10/18,close,112740.0000000
19/10/18,open,112730.0000000
19/10/18,high,112780.0000000
19/10/18,low,112710.0000000
19/10/18,close,112750.0000000
19/10/18,open,112750.0000000
19/10/18,high,112770.0000000
19/10/18,low,112680.0000000
19/10/18,close,112690.0000000
19/10/18,open,112690.0000000
19/10/18,high,112740.0000000
19/10/18,low,112670.0000000
19/10/18,close,112730.0000000
19/10/18,open,112730.0000000
19/10/18,high,112770.0000000
19/10/18,low,112710.0000000
19/10/18,close,112730.0000000
19/10/18,open,112730.0000000
19/10/18,high,112810.0000000
19/10/18,low,112730.0000000
19/10/18,close,112800.0000000
19/10/18,open,112800.0000000
19/10/18,high,112800.0000000
19/10/18,low,112720.0000000
19/10/18,close,112760.0000000
19/10/18,open,112760.0000000
19/10/18,high,112800.0000000
19/10/18,low,112700.0000000
19/10/18,close,112700.0000000
19/10/18,open,112700.0000000
19/10/18,high,112770.0000000
19/10/18,low,112680.0000000
19/10/18,close,112720.0000000
19/10/18,open,112720.0000000
19/10/18,high,112740.0000000
19/10/18,low,112690.0000000
19/10/18,close,112710.0000000
19/10/18,open,112720.0000000
19/10/18,high,112720.0000000
19/10/18,low,112660.0000000
19/10/18,close,112690.0000000
19/10/18,open,112690.0000000
19/10/18,high,112730.0000000
19/10/18,low,112670.0000000
19/10/18,close,112710.0000000
19/10/18,open,112710.0000000
19/10/18,high,112740.0000000
19/10/18,low,112700.0000000
19/10/18,close,112740.0000000
19/10/18,open,112740.0000000
19/10/18,high,112800.0000000
19/10/18,low,112710.0000000
19/10/18,close,112800.0000000
19/10/18,open,112800.0000000
19/10/18,high,112920.0000000
19/10/18,low,112790.0000000
19/10/18,close,112870.0000000
19/10/18,open,112860.0000000
19/10/18,high,112890.0000000
19/10/18,low,112830.0000000
19/10/18,close,112870.0000000
19/10/18,open,112880.0000000
19/10/18,high,112920.0000000
19/10/18,low,112850.0000000
19/10/18,close,112920.0000000
19/10/18,open,112920.0000000
19/10/18,high,112970.0000000
19/10/18,low,112870.0000000
19/10/18,close,112870.0000000
19/10/18,open,112880.0000000
19/10/18,high,112900.0000000
19/10/18,low,112850.0000000
19/10/18,close,112890.0000000
19/10/18,open,112890.0000000
19/10/18,high,112890.0000000
19/10/18,low,112850.0000000
19/10/18,close,112860.0000000
19/10/18,open,112870.0000000
19/10/18,high,112910.0000000
19/10/18,low,112840.0000000
19/10/18,close,112910.0000000
19/10/18,open,112900.0000000
19/10/18,high,112980.0000000
19/10/18,low,112880.0000000
19/10/18,close,112930.0000000
19/10/18,open,112950.0000000
19/10/18,high,112970.0000000
19/10/18,low,112910.0000000
19/10/18,close,112930.0000000
19/10/18,open,112930.0000000
19/10/18,high,112930.0000000
19/10/18,low,112900.0000000
19/10/18,close,112910.0000000
19/10/18,open,112920.0000000
19/10/18,high,112920.0000000
19/10/18,low,112840.0000000
19/10/18,close,112840.0000000
19/10/18,open,112840.0000000
19/10/18,high,112920.0000000
19/10/18,low,112840.0000000
19/10/18,close,112880.0000000
19/10/18,open,112890.0000000
19/10/18,high,112900.0000000
19/10/18,low,112820.0000000
19/10/18,close,112820.0000000
19/10/18,open,112830.0000000
19/10/18,high,112860.0000000
19/10/18,low,112790.0000000
19/10/18,close,112840.0000000
19/10/18,open,112830.0000000
19/10/18,high,112840.0000000
19/10/18,low,112800.0000000
19/10/18,close,112820.0000000
19/10/18,open,112810.0000000
19/10/18,high,112820.0000000
19/10/18,low,112740.0000000
19/10/18,close,112810.0000000
19/10/18,open,112810.0000000
19/10/18,high,112910.0000000
19/10/18,low,112810.0000000
19/10/18,close,112890.0000000
19/10/18,open,112870.0000000
19/10/18,high,112890.0000000
19/10/18,low,112820.0000000
19/10/18,close,112870.0000000
19/10/18,open,112860.0000000
19/10/18,high,112880.0000000
19/10/18,low,112830.0000000
19/10/18,close,112870.0000000
19/10/18,open,112880.0000000
19/10/18,high,113350.0000000
19/10/18,low,112880.0000000
19/10/18,close,113140.0000000
19/10/18,open,113150.0000000
19/10/18,high,113240.0000000
19/10/18,low,113060.0000000
19/10/18,close,113230.0000000
19/10/18,open,113240.0000000
19/10/18,high,113260.0000000
19/10/18,low,113200.0000000
19/10/18,close,113220.0000000
19/10/18,open,113230.0000000
19/10/18,high,113230.0000000
19/10/18,low,113130.0000000
19/10/18,close,113130.0000000
19/10/18,open,113130.0000000
19/10/18,high,113260.0000000
19/10/18,low,113120.0000000
19/10/18,close,113220.0000000
19/10/18,open,113230.0000000
19/10/18,high,113280.0000000
19/10/18,low,113210.0000000
19/10/18,close,113270.0000000
19/10/18,open,113280.0000000
19/10/18,high,113310.0000000
19/10/18,low,113230.0000000
19/10/18,close,113260.0000000
19/10/18,open,113270.0000000
19/10/18,high,113340.0000000
19/10/18,low,113250.0000000
19/10/18,close,113320.0000000
19/10/18,open,113320.0000000
19/10/18,high,113460.0000000
19/10/18,low,113310.0000000
19/10/18,close,113340.0000000
19/10/18,open,113360.0000000
19/10/18,high,113400.0000000
19/10/18,low,113340.0000000
19/10/18,close,113370.0000000
19/10/18,open,113380.0000000
19/10/18,high,113550.0000000
19/10/18,low,113370.0000000
19/10/18,close,113490.0000000
19/10/18,open,113490.0000000
19/10/18,high,113520.0000000
19/10/18,low,113360.0000000
19/10/18,close,113380.0000000
19/10/18,open,113360.0000000
19/10/18,high,113390.0000000
19/10/18,low,113330.0000000
19/10/18,close,113340.0000000
19/10/18,open,113340.0000000
19/10/18,high,113390.0000000
19/10/18,low,113320.0000000
19/10/18,close,113340.0000000
19/10/18,open,113330.0000000
19/10/18,high,113350.0000000
19/10/18,low,113290.0000000
19/10/18,close,113300.0000000
19/10/18,open,113300.0000000
19/10/18,high,113330.0000000
19/10/18,low,113270.0000000
19/10/18,close,113310.0000000
19/10/18,open,113310.0000000
19/10/18,high,113320.0000000
19/10/18,low,113220.0000000
19/10/18,close,113240.0000000
19/10/18,open,113250.0000000
19/10/18,high,113340.0000000
19/10/18,low,113230.0000000
19/10/18,close,113270.0000000
19/10/18,open,113290.0000000
19/10/18,high,113300.0000000
19/10/18,low,113240.0000000
19/10/18,close,113240.0000000
19/10/18,open,113240.0000000
19/10/18,high,113260.0000000
19/10/18,low,113170.0000000
19/10/18,close,113260.0000000
19/10/18,open,113260.0000000
19/10/18,high,113310.0000000
19/10/18,low,113240.0000000
19/10/18,close,113290.0000000
19/10/18,open,113280.0000000
19/10/18,high,113340.0000000
19/10/18,low,113270.0000000
19/10/18,close,113290.0000000
19/10/18,open,113290.0000000
19/10/18,high,113320.0000000
19/10/18,low,113280.0000000
19/10/18,close,113310.0000000
19/10/18,open,113320.0000000
19/10/18,high,113340.0000000
19/10/18,low,113220.0000000
19/10/18,close,113260.0000000
19/10/18,open,113270.0000000
19/10/18,high,113350.0000000
19/10/18,low,113250.0000000
19/10/18,close,113340.0000000
19/10/18,open,113330.0000000
19/10/18,high,113390.0000000
19/10/18,low,113320.0000000
19/10/18,close,113380.0000000
19/10/18,open,113380.0000000
19/10/18,high,113450.0000000
19/10/18,low,113260.0000000
19/10/18,close,113260.0000000
19/10/18,open,113250.0000000
19/10/18,high,113330.0000000
19/10/18,low,113250.0000000
19/10/18,close,113280.0000000
19/10/18,open,113300.0000000
19/10/18,high,113340.0000000
19/10/18,low,113280.0000000
19/10/18,close,113290.0000000
19/10/18,open,113300.0000000
19/10/18,high,113300.0000000
19/10/18,low,113240.0000000
19/10/18,close,113260.0000000
19/10/18,open,113260.0000000
19/10/18,high,113270.0000000
19/10/18,low,113240.0000000
19/10/18,close,113260.0000000
19/10/18,open,113240.0000000
19/10/18,high,113320.0000000
19/10/18,low,113240.0000000
19/10/18,close,113290.0000000
19/10/18,open,113290.0000000
19/10/18,high,113350.0000000
19/10/18,low,113280.0000000
19/10/18,close,113300.0000000
19/10/18,open,113300.0000000
19/10/18,high,113320.0000000
19/10/18,low,113270.0000000
19/10/18,close,113290.0000000
19/10/18,open,113310.0000000
19/10/18,high,113410.0000000
19/10/18,low,113300.0000000
19/10/18,close,113380.0000000
19/10/18,open,113380.0000000
19/10/18,high,113400.0000000
19/10/18,low,113360.0000000
19/10/18,close,113370.0000000
19/10/18,open,113380.0000000
19/10/18,high,113450.0000000
19/10/18,low,113380.0000000
19/10/18,close,113450.0000000
19/10/18,open,113460.0000000
19/10/18,high,113500.0000000
19/10/18,low,113430.0000000
19/10/18,close,113450.0000000
19/10/18,open,113450.0000000
19/10/18,high,113460.0000000
19/10/18,low,113400.0000000
19/10/18,close,113410.0000000
19/10/18,open,113430.0000000
19/10/18,high,113470.0000000
19/10/18,low,113420.0000000
19/10/18,close,113420.0000000
19/10/18,open,113420.0000000
19/10/18,high,113530.0000000
19/10/18,low,113390.0000000
19/10/18,close,113530.0000000
19/10/18,open,113530.0000000
19/10/18,high,113540.0000000
19/10/18,low,113460.0000000
19/10/18,close,113510.0000000
19/10/18,open,113520.0000000
19/10/18,high,113550.0000000
19/10/18,low,113450.0000000
19/10/18,close,113500.0000000
19/10/18,open,113510.0000000
19/10/18,high,113640.0000000
19/10/18,low,113480.0000000
19/10/18,close,113620.0000000
19/10/18,open,113620.0000000
19/10/18,high,113650.0000000
19/10/18,low,113580.0000000
19/10/18,close,113600.0000000
19/10/18,open,113590.0000000
19/10/18,high,113680.0000000
19/10/18,low,113580.0000000
19/10/18,close,113650.0000000
19/10/18,open,113640.0000000
19/10/18,high,113690.0000000
19/10/18,low,113630.0000000
19/10/18,close,113680.0000000
19/10/18,open,113690.0000000
19/10/18,high,113700.0000000
19/10/18,low,113610.0000000
19/10/18,close,113610.0000000
19/10/18,open,113630.0000000
19/10/18,high,113630.0000000
19/10/18,low,113540.0000000
19/10/18,close,113560.0000000
19/10/18,open,113580.0000000
19/10/18,high,113600.0000000
19/10/18,low,113550.0000000
19/10/18,close,113550.0000000
19/10/18,open,113540.0000000
19/10/18,high,113560.0000000
19/10/18,low,113510.0000000
19/10/18,close,113520.0000000
