date,type,value
19/11/18,high,113750.0000000
19/11/18,low,113690.0000000
19/11/18,close,113740.0000000
19/11/18,open,113740.0000000
19/11/18,high,113750.0000000
19/11/18,low,113690.0000000
19/11/18,close,113720.0000000
19/11/18,open,113710.0000000
19/11/18,high,113740.0000000
19/11/18,low,113690.0000000
19/11/18,close,113740.0000000
19/11/18,open,113740.0000000
19/11/18,high,113760.0000000
19/11/18,low,113710.0000000
19/11/18,close,113710.0000000
19/11/18,open,113730.0000000
19/11/18,high,113730.0000000
19/11/18,low,113690.0000000
19/11/18,close,113700.0000000
19/11/18,open,113730.0000000
19/11/18,high,113730.0000000
19/11/18,low,113690.0000000
19/11/18,close,113700.0000000
19/11/18,open,113700.0000000
19/11/18,high,113710.0000000
19/11/18,low,113650.0000000
19/11/18,close,113690.0000000
19/11/18,open,113700.0000000
19/11/18,high,113700.0000000
19/11/18,low,113620.0000000
19/11/18,close,113630.0000000
19/11/18,open,113630.0000000
19/11/18,high,113710.0000000
19/11/18,low,113630.0000000
19/11/18,close,113710.0000000
19/11/18,open,113710.0000000
19/11/18,high,113710.0000000
19/11/18,low,113640.0000000
19/11/18,close,113650.0000000
19/11/18,open,113650.0000000
19/11/18,high,113650.0000000
19/11/18,low,113620.0000000
19/11/18,close,113630.0000000
19/11/18,open,113630.0000000
19/11/18,high,113760.0000000
19/11/18,low,113630.0000000
19/11/18,close,113730.0000000
19/11/18,open,113720.0000000
19/11/18,high,113780.0000000
19/11/18,low,113660.0000000
19/11/18,close,113660.0000000
19/11/18,open,113650.0000000
19/11/18,high,113670.0000000
19/11/18,low,113640.0000000
19/11/18,close,113670.0000000
19/11/18,open,113680.0000000
19/11/18,high,113740.0000000
19/11/18,low,113670.0000000
19/11/18,close,113740.0000000
19/11/18,open,113730.0000000
19/11/18,high,113730.0000000
19/11/18,low,113680.0000000
19/11/18,close,113700.0000000
19/11/18,open,113690.0000000
19/11/18,high,113700.0000000
19/11/18,low,113660.0000000
19/11/18,close,113660.0000000
19/11/18,open,113670.0000000
19/11/18,high,113670.0000000
19/11/18,low,113610.0000000
19/11/18,close,113650.0000000
19/11/18,open,113660.0000000
19/11/18,high,113700.0000000
19/11/18,low,113660.0000000
19/11/18,close,113700.0000000
19/11/18,open,113680.0000000
19/11/18,high,113720.0000000
19/11/18,low,113640.0000000
19/11/18,close,113640.0000000
19/11/18,open,113650.0000000
19/11/18,high,113680.0000000
19/11/18,low,113640.0000000
19/11/18,close,113650.0000000
19/11/18,open,113660.0000000
19/11/18,high,113660.0000000
19/11/18,low,113620.0000000
19/11/18,close,113640.0000000
19/11/18,open,113620.0000000
19/11/18,high,113620.0000000
19/11/18,low,113560.0000000
19/11/18,close,113590.0000000
19/11/18,open,113560.0000000
19/11/18,high,113580.0000000
19/11/18,low,113530.0000000
19/11/18,close,113550.0000000
19/11/18,open,113540.0000000
19/11/18,high,113540.0000000
19/11/18,low,113500.0000000
19/11/18,close,113520.0000000
19/11/18,open,113530.0000000
19/11/18,high,113590.0000000
19/11/18,low,113530.0000000
19/11/18,close,113590.0000000
19/11/18,open,113590.0000000
19/11/18,high,113620.0000000
19/11/18,low,113590.0000000
19/11/18,close,113600.0000000
19/11/18,open,113600.0000000
19/11/18,high,113660.0000000
19/11/18,low,113590.0000000
19/11/18,close,113590.0000000
19/11/18,open,113600.0000000
19/11/18,high,113630.0000000
19/11/18,low,113530.0000000
19/11/18,close,113530.0000000
19/11/18,open,113530.0000000
19/11/18,high,113600.0000000
19/11/18,low,113530.0000000
19/11/18,close,113570.0000000
19/11/18,open,113590.0000000
19/11/18,high,113670.0000000
19/11/18,low,113590.0000000
19/11/18,close,113630.0000000
19/11/18,open,113610.0000000
19/11/18,high,113680.0000000
19/11/18,low,113570.0000000
19/11/18,close,113680.0000000
19/12/18,open,109030.0000000
19/12/18,high,109480.0000000
19/12/18,low,108940.0000000
19/12/18,close,109330.0000000
19/12/18,open,109340.0000000
19/12/18,high,109440.0000000
19/12/18,low,109330.0000000
19/12/18,close,109390.0000000
19/12/18,open,109390.0000000
19/12/18,high,109440.0000000
19/12/18,low,109270.0000000
19/12/18,close,109380.0000000
19/12/18,open,109380.0000000
19/12/18,high,109390.0000000
19/12/18,low,109300.0000000
19/12/18,close,109320.0000000
19/12/18,open,109310.0000000
19/12/18,high,109340.0000000
19/12/18,low,109280.0000000
19/12/18,close,109310.0000000
19/12/18,open,109310.0000000
19/12/18,high,109370.0000000
19/12/18,low,109160.0000000
19/12/18,close,109350.0000000
19/12/18,open,109350.0000000
19/12/18,high,109400.0000000
19/12/18,low,109200.0000000
19/12/18,close,109260.0000000
19/12/18,open,109250.0000000
19/12/18,high,109360.0000000
19/12/18,low,109230.0000000
19/12/18,close,109300.0000000
19/12/18,open,109310.0000000
19/12/18,high,109360.0000000
19/12/18,low,109270.0000000
19/12/18,close,109360.0000000
19/12/18,open,109350.0000000
19/12/18,high,109370.0000000
19/12/18,low,109300.0000000
19/12/18,close,109360.0000000
19/12/18,open,109370.0000000
19/12/18,high,109370.0000000
19/12/18,low,109280.0000000
19/12/18,close,109280.0000000
19/12/18,open,109290.0000000
19/12/18,high,109340.0000000
19/12/18,low,109260.0000000
19/12/18,close,109330.0000000
19/12/18,open,109340.0000000
19/12/18,high,109350.0000000
19/12/18,low,109250.0000000
19/12/18,close,109250.0000000
19/12/18,open,109260.0000000
19/12/18,high,109280.0000000
19/12/18,low,109200.0000000
19/12/18,close,109220.0000000
19/12/18,open,109220.0000000
19/12/18,high,109220.0000000
19/12/18,low,109150.0000000
19/12/18,close,109200.0000000
19/12/18,open,109200.0000000
19/12/18,high,109200.0000000
19/12/18,low,108960.0000000
19/12/18,close,109160.0000000
19/12/18,open,109170.0000000
19/12/18,high,109190.0000000
19/12/18,low,109060.0000000
19/12/18,close,109080.0000000
19/12/18,open,109080.0000000
19/12/18,high,109140.0000000
19/12/18,low,109030.0000000
19/12/18,close,109080.0000000
19/12/18,open,109100.0000000
19/12/18,high,109120.0000000
19/12/18,low,109050.0000000
19/12/18,close,109050.0000000
19/12/18,open,109070.0000000
19/12/18,high,109170.0000000
19/12/18,low,109040.0000000
19/12/18,close,109160.0000000
19/12/18,open,109150.0000000
19/12/18,high,109260.0000000
19/12/18,low,109150.0000000
19/12/18,close,109250.0000000
19/12/18,open,109260.0000000
19/12/18,high,109330.0000000
19/12/18,low,109220.0000000
19/12/18,close,109290.0000000
19/12/18,open,109290.0000000
19/12/18,high,109300.0000000
19/12/18,low,109260.0000000
19/12/18,close,109300.0000000
19/12/18,open,109300.0000000
19/12/18,high,109360.0000000
19/12/18,low,109280.0000000
19/12/18,close,109320.0000000
19/12/18,open,109310.0000000
19/12/18,high,109320.0000000
19/12/18,low,109300.0000000
19/12/18,close,109310.0000000
19/12/18,open,109310.0000000
19/12/18,high,109380.0000000
19/12/18,low,109280.0000000
19/12/18,close,109380.0000000
19/12/18,open,109380.0000000
19/12/18,high,109440.0000000
19/12/18,low,109360.0000000
19/12/18,close,109380.0000000
19/12/18,open,109390.0000000
19/12/18,high,109420.0000000
19/12/18,low,109360.0000000
19/12/18,close,109410.0000000
19/12/18,open,109400.0000000
19/12/18,high,109450.0000000
19/12/18,low,109340.0000000
19/12/18,close,109350.0000000
19/12/18,open,109350.0000000
19/12/18,high,109370.0000000
19/12/18,low,109310.0000000
19/12/18,close,109360.0000000
19/12/18,open,109360.0000000
19/12/18,high,109390.0000000
19/12/18,low,109300.0000000
19/12/18,close,109320.0000000
19/12/18,open,109310.0000000
19/12/18,high,109320.0000000
19/12/18,low,109270.0000000
19/12/18,close,109310.0000000
19/12/18,open,109320.0000000
19/12/18,high,109360.0000000
19/12/18,low,109250.0000000
19/12/18,close,109360.0000000
19/12/18,open,109350.0000000
19/12/18,high,109510.0000000
19/12/18,low,109340.0000000
19/12/18,close,109460.0000000
19/12/18,open,109450.0000000
19/12/18,high,109540.0000000
19/12/18,low,109450.0000000
19/12/18,close,109520.0000000
19/12/18,open,109530.0000000
19/12/18,high,109550.0000000
19/12/18,low,109470.0000000
19/12/18,close,109530.0000000
19/12/18,open,109530.0000000
19/12/18,high,109600.0000000
19/12/18,low,109530.0000000
19/12/18,close,109580.0000000
19/12/18,open,109580.0000000
19/12/18,high,109740.0000000
19/12/18,low,109580.0000000
19/12/18,close,109700.0000000
19/12/18,open,109720.0000000
19/12/18,high,109760.0000000
19/12/18,low,109660.0000000
19/12/18,close,109690.0000000
19/12/18,open,109680.0000000
19/12/18,high,109780.0000000
19/12/18,low,109680.0000000
19/12/18,close,109730.0000000
19/12/18,open,109740.0000000
19/12/18,high,109750.0000000
19/12/18,low,109660.0000000
19/12/18,close,109720.0000000
19/12/18,open,109710.0000000
19/12/18,high,109760.0000000
19/12/18,low,109680.0000000
19/12/18,close,109710.0000000
19/12/18,open,109700.0000000
19/12/18,high,109730.0000000
19/12/18,low,109670.0000000
19/12/18,close,109710.0000000
19/12/18,open,109720.0000000
19/12/18,high,109780.0000000
19/12/18,low,109700.0000000
19/12/18,close,109760.0000000
19/12/18,open,109760.0000000
19/12/18,high,109790.0000000
19/12/18,low,109690.0000000
19/12/18,close,109780.0000000
19/12/18,open,109790.0000000
19/12/18,high,109790.0000000
19/12/18,low,109680.0000000
19/12/18,close,109750.0000000
19/12/18,open,109760.0000000
19/12/18,high,109760.0000000
19/12/18,low,109690.0000000
19/12/18,close,109730.0000000
19/12/18,open,109720.0000000
19/12/18,high,109720.0000000
19/12/18,low,109670.0000000
19/12/18,close,109700.0000000
19/12/18,open,109700.0000000
19/12/18,high,109740.0000000
19/12/18,low,109690.0000000
19/12/18,close,109710.0000000
19/12/18,open,109730.0000000
19/12/18,high,109750.0000000
19/12/18,low,109700.0000000
19/12/18,close,109700.0000000
19/12/18,open,109710.0000000
19/12/18,high,109750.0000000
19/12/18,low,109700.0000000
19/12/18,close,109710.0000000
19/12/18,open,109710.0000000
19/12/18,high,109750.0000000
19/12/18,low,109680.0000000
19/12/18,close,109750.0000000
19/12/18,open,109750.0000000
19/12/18,high,109750.0000000
19/12/18,low,109660.0000000
19/12/18,close,109690.0000000
19/12/18,open,109690.0000000
19/12/18,high,109710.0000000
19/12/18,low,109630.0000000
19/12/18,close,109670.0000000
19/12/18,open,109670.0000000
19/12/18,high,109700.0000000
19/12/18,low,109670.0000000
19/12/18,close,109690.0000000
19/12/18,open,109700.0000000
19/12/18,high,109720.0000000
19/12/18,low,109680.0000000
19/12/18,close,109690.0000000
19/12/18,open,109690.0000000
19/12/18,high,109700.0000000
19/12/18,low,109660.0000000
19/12/18,close,109700.0000000
19/12/18,open,109710.0000000
19/12/18,high,109850.0000000
19/12/18,low,109690.0000000
19/12/18,close,109770.0000000
19/12/18,open,109770.0000000
19/12/18,high,109940.0000000
19/12/18,low,109760.0000000
19/12/18,close,109790.0000000
19/12/18,open,109800.0000000
19/12/18,high,109800.0000000
19/12/18,low,109730.0000000
19/12/18,close,109770.0000000
19/12/18,open,109770.0000000
19/12/18,high,109850.0000000
19/12/18,low,109750.0000000
19/12/18,close,109840.0000000
19/12/18,open,109860.0000000
19/12/18,high,109900.0000000
19/12/18,low,109800.0000000
19/12/18,close,109820.0000000
19/12/18,open,109830.0000000
19/12/18,high,109840.0000000
19/12/18,low,109800.0000000
19/12/18,close,109830.0000000
19/12/18,open,109840.0000000
19/12/18,high,109840.0000000
19/12/18,low,109720.0000000
19/12/18,close,109720.0000000
19/12/18,open,109720.0000000
19/12/18,high,109730.0000000
19/12/18,low,109640.0000000
19/12/18,close,109650.0000000
19/12/18,open,109650.0000000
19/12/18,high,109710.0000000
19/12/18,low,109610.0000000
19/12/18,close,109620.0000000
19/12/18,open,109630.0000000
19/12/18,high,109730.0000000
19/12/18,low,109580.0000000
19/12/18,close,109720.0000000
19/12/18,open,109720.0000000
19/12/18,high,109740.0000000
19/12/18,low,109670.0000000
19/12/18,close,109730.0000000
19/12/18,open,109730.0000000
19/12/18,high,109780.0000000
19/12/18,low,109720.0000000
19/12/18,close,109760.0000000
19/12/18,open,109770.0000000
19/12/18,high,109790.0000000
19/12/18,low,109750.0000000
19/12/18,close,109790.0000000
19/12/18,open,109780.0000000
19/12/18,high,109790.0000000
19/12/18,low,109710.0000000
19/12/18,close,109760.0000000
19/12/18,open,109760.0000000
19/12/18,high,109840.0000000
19/12/18,low,109760.0000000
19/12/18,close,109800.0000000
19/12/18,open,109810.0000000
19/12/18,high,109900.0000000
19/12/18,low,109800.0000000
19/12/18,close,109840.0000000
19/12/18,open,109840.0000000
19/12/18,high,109840.0000000
19/12/18,low,109770.0000000
19/12/18,close,109800.0000000
19/12/18,open,109810.0000000
19/12/18,high,109830.0000000
19/12/18,low,109800.0000000
19/12/18,close,109820.0000000
19/12/18,open,109820.0000000
19/12/18,high,109890.0000000
19/12/18,low,109820.0000000
19/12/18,close,109840.0000000
19/12/18,open,109840.0000000
19/12/18,high,109980.0000000
19/12/18,low,109840.0000000
19/12/18,close,109910.0000000
19/12/18,open,109920.0000000
19/12/18,high,109940.0000000
19/12/18,low,109870.0000000
19/12/18,close,109910.0000000
19/12/18,open,109920.0000000
19/12/18,high,109920.0000000
19/12/18,low,109870.0000000
19/12/18,close,109870.0000000
19/12/18,open,109880.0000000
19/12/18,high,109930.0000000
19/12/18,low,109870.0000000
19/12/18,close,109880.0000000
19/12/18,open,109860.0000000
19/12/18,high,109930.0000000
19/12/18,low,109850.0000000
19/12/18,close,109920.0000000
19/12/18,open,109920.0000000
19/12/18,high,110020.0000000
19/12/18,low,109900.0000000
19/12/18,close,109950.0000000
19/12/18,open,109950.0000000
19/12/18,high,110070.0000000
19/12/18,low,109940.0000000
19/12/18,close,109960.0000000
19/12/18,open,109970.0000000
19/12/18,high,110030.0000000
19/12/18,low,109970.0000000
19/12/18,close,110010.0000000
19/12/18,open,110000.0000000
19/12/18,high,110020.0000000
19/12/18,low,109920.0000000
19/12/18,close,109950.0000000
19/12/18,open,109940.0000000
19/12/18,high,109980.0000000
19/12/18,low,109930.0000000
19/12/18,close,109980.0000000
19/12/18,open,109960.0000000
19/12/18,high,109960.0000000
19/12/18,low,109880.0000000
19/12/18,close,109920.0000000
19/12/18,open,109910.0000000
19/12/18,high,110010.0000000
19/12/18,low,109900.0000000
19/12/18,close,109990.0000000
19/12/18,open,109990.0000000
19/12/18,high,110020.0000000
19/12/18,low,109940.0000000
19/12/18,close,109940.0000000
19/12/18,open,109950.0000000
19/12/18,high,109960.0000000
19/12/18,low,109890.0000000
19/12/18,close,109930.0000000
19/12/18,open,109920.0000000
19/12/18,high,109930.0000000
19/12/18,low,109860.0000000
19/12/18,close,109890.0000000
19/12/18,open,109900.0000000
19/12/18,high,109910.0000000
19/12/18,low,109820.0000000
19/12/18,close,109860.0000000
19/12/18,open,109870.0000000
19/12/18,high,109900.0000000
19/12/18,low,109840.0000000
19/12/18,close,109900.0000000
19/12/18,open,109900.0000000
19/12/18,high,109930.0000000
19/12/18,low,109880.0000000
19/12/18,close,109900.0000000
19/12/18,open,109900.0000000
19/12/18,high,109920.0000000
19/12/18,low,109810.0000000
19/12/18,close,109820.0000000
19/12/18,open,109820.0000000
19/12/18,high,109830.0000000
19/12/18,low,109790.0000000
19/12/18,close,109800.0000000
19/12/18,open,109790.0000000
19/12/18,high,109810.0000000
19/12/18,low,109760.0000000
19/12/18,close,109780.0000000
19/12/18,open,109770.0000000
19/12/18,high,109830.0000000
19/12/18,low,109770.0000000
19/12/18,close,109830.0000000
19/12/18,open,109820.0000000
19/12/18,high,109840.0000000
19/12/18,low,109770.0000000
19/12/18,close,109770.0000000
19/12/18,open,109770.0000000
19/12/18,high,109830.0000000
19/12/18,low,109750.0000000
19/12/18,close,109750.0000000
19/12/18,open,109750.0000000
19/12/18,high,109830.0000000
19/12/18,low,109740.0000000
19/12/18,close,109810.0000000
19/12/18,open,109810.0000000
19/12/18,high,109810.0000000
19/12/18,low,109760.0000000
19/12/18,close,109800.0000000
19/12/18,open,109810.0000000
19/12/18,high,109810.0000000
19/12/18,low,109760.0000000
19/12/18,close,109800.0000000
19/12/18,open,109790.0000000
19/12/18,high,109820.0000000
19/12/18,low,109750.0000000
19/12/18,close,109750.0000000
19/12/18,open,109750.0000000
19/12/18,high,109840.0000000
19/12/18,low,109750.0000000
19/12/18,close,109840.0000000
19/12/18,open,109820.0000000
19/12/18,high,109860.0000000
19/12/18,low,109820.0000000
19/12/18,close,109850.0000000
19/12/18,open,109840.0000000
19/12/18,high,109850.0000000
19/12/18,low,109820.0000000
19/12/18,close,109840.0000000
19/12/18,open,109840.0000000
19/12/18,high,109840.0000000
19/12/18,low,109750.0000000
19/12/18,close,109760.0000000
19/12/18,open,109760.0000000
19/12/18,high,109800.0000000
19/12/18,low,109760.0000000
19/12/18,close,109800.0000000
19/12/18,open,109800.0000000
19/12/18,high,109830.0000000
19/12/18,low,109790.0000000
19/12/18,close,109830.0000000
19/12/18,open,109820.0000000
19/12/18,high,109820.0000000
19/12/18,low,109770.0000000
19/12/18,close,109800.0000000
19/12/18,open,109790.0000000
19/12/18,high,109810.0000000
19/12/18,low,109750.0000000
19/12/18,close,109770.0000000
19/12/18,open,109770.0000000
19/12/18,high,109810.0000000
19/12/18,low,109760.0000000
19/12/18,close,109800.0000000
19/12/18,open,109790.0000000
19/12/18,high,109810.0000000
19/12/18,low,109780.0000000
19/12/18,close,109810.0000000
19/12/18,open,109800.0000000
19/12/18,high,109820.0000000
19/12/18,low,109760.0000000
19/12/18,close,109770.0000000
19/12/18,open,109760.0000000
19/12/18,high,109770.0000000
19/12/18,low,109710.0000000
19/12/18,close,109730.0000000
19/12/18,open,109720.0000000
19/12/18,high,109780.0000000
19/12/18,low,109690.0000000
19/12/18,close,109780.0000000
19/12/18,open,109770.0000000
19/12/18,high,109780.0000000
19/12/18,low,109740.0000000
19/12/18,close,109770.0000000
19/12/18,open,109770.0000000
19/12/18,high,109780.0000000
19/12/18,low,109690.0000000
19/12/18,close,109700.0000000
19/12/18,open,109700.0000000
19/12/18,high,109700.0000000
19/12/18,low,109640.0000000
19/12/18,close,109650.0000000
19/12/18,open,109660.0000000
19/12/18,high,109680.0000000
19/12/18,low,109590.0000000
19/12/18,close,109670.0000000
19/12/18,open,109670.0000000
19/12/18,high,109680.0000000
19/12/18,low,109590.0000000
19/12/18,close,109610.0000000
19/12/18,open,109610.0000000
19/12/18,high,109610.0000000
19/12/18,low,109500.0000000
19/12/18,close,109530.0000000
19/12/18,open,109530.0000000
19/12/18,high,109590.0000000
19/12/18,low,109520.0000000
19/12/18,close,109570.0000000
19/12/18,open,109570.0000000
19/12/18,high,109590.0000000
19/12/18,low,109500.0000000
19/12/18,close,109520.0000000
19/12/18,open,109510.0000000
19/12/18,high,109580.0000000
19/12/18,low,109480.0000000
19/12/18,close,109510.0000000
19/12/18,open,109500.0000000
19/12/18,high,109510.0000000
19/12/18,low,109280.0000000
19/12/18,close,109410.0000000
19/12/18,open,109420.0000000
19/12/18,high,109490.0000000
19/12/18,low,109390.0000000
19/12/18,close,109490.0000000
19/12/18,open,109490.0000000
19/12/18,high,109530.0000000
19/12/18,low,109460.0000000
19/12/18,close,109530.0000000
19/12/18,open,109520.0000000
19/12/18,high,109600.0000000
19/12/18,low,109510.0000000
19/12/18,close,109560.0000000
19/12/18,open,109550.0000000
19/12/18,high,109580.0000000
19/12/18,low,109440.0000000
19/12/18,close,109460.0000000
19/12/18,open,109450.0000000
19/12/18,high,109490.0000000
19/12/18,low,109440.0000000
19/12/18,close,109470.0000000
19/12/18,open,109470.0000000
19/12/18,high,109580.0000000
19/12/18,low,109460.0000000
19/12/18,close,109550.0000000
19/12/18,open,109530.0000000
19/12/18,high,109590.0000000
19/12/18,low,109530.0000000
19/12/18,close,109560.0000000
19/12/18,open,109570.0000000
19/12/18,high,109650.0000000
19/12/18,low,109530.0000000
19/12/18,close,109630.0000000
19/12/18,open,109630.0000000
19/12/18,high,109650.0000000
19/12/18,low,109580.0000000
19/12/18,close,109600.0000000
19/12/18,open,109590.0000000
19/12/18,high,109620.0000000
19/12/18,low,109570.0000000
19/12/18,close,109610.0000000
19/12/18,open,109610.0000000
19/12/18,high,109640.0000000
19/12/18,low,109580.0000000
19/12/18,close,109610.0000000
19/12/18,open,109600.0000000
19/12/18,high,109650.0000000
19/12/18,low,109580.0000000
19/12/18,close,109600.0000000
19/12/18,open,109600.0000000
19/12/18,high,109660.0000000
19/12/18,low,109600.0000000
19/12/18,close,109650.0000000
19/12/18,open,109640.0000000
19/12/18,high,109650.0000000
19/12/18,low,109610.0000000
19/12/18,close,109640.0000000
19/12/18,open,109640.0000000
19/12/18,high,109650.0000000
19/12/18,low,109580.0000000
19/12/18,close,109600.0000000
19/12/18,open,109600.0000000
19/12/18,high,109600.0000000
19/12/18,low,109530.0000000
19/12/18,close,109570.0000000
19/12/18,open,109570.0000000
19/12/18,high,109630.0000000
19/12/18,low,109560.0000000
19/12/18,close,109630.0000000
19/12/18,open,109620.0000000
19/12/18,high,109640.0000000
19/12/18,low,109580.0000000
19/12/18,close,109630.0000000
19/12/18,open,109620.0000000
19/12/18,high,109700.0000000
19/12/18,low,109620.0000000
19/12/18,close,109640.0000000
19/12/18,open,109630.0000000
19/12/18,high,109630.0000000
19/12/18,low,109570.0000000
19/12/18,close,109620.0000000
19/12/18,open,109620.0000000
19/12/18,high,109630.0000000
19/12/18,low,109590.0000000
19/12/18,close,109610.0000000
19/12/18,open,109600.0000000
19/12/18,high,109610.0000000
19/12/18,low,109560.0000000
19/12/18,close,109580.0000000
19/12/18,open,109580.0000000
19/12/18,high,109600.0000000
19/12/18,low,109560.0000000
19/12/18,close,109590.0000000
19/12/18,open,109580.0000000
19/12/18,high,109580.0000000
19/12/18,low,109500.0000000
19/12/18,close,109540.0000000
19/12/18,open,109540.0000000
19/12/18,high,109540.0000000
19/12/18,low,109470.0000000
19/12/18,close,109480.0000000
19/12/18,open,109470.0000000
19/12/18,high,109510.0000000
19/12/18,low,109460.0000000
19/12/18,close,109500.0000000
19/12/18,open,109490.0000000
19/12/18,high,109550.0000000
19/12/18,low,109490.0000000
19/12/18,close,109540.0000000
19/12/18,open,109530.0000000
19/12/18,high,109550.0000000
19/12/18,low,109510.0000000
19/12/18,close,109550.0000000
19/12/18,open,109550.0000000
19/12/18,high,109550.0000000
19/12/18,low,109500.0000000
19/12/18,close,109510.0000000
19/12/18,open,109510.0000000
19/12/18,high,109530.0000000
19/12/18,low,109420.0000000
19/12/18,close,109460.0000000
19/12/18,open,109450.0000000
19/12/18,high,109460.0000000
19/12/18,low,109370.0000000
19/12/18,close,109450.0000000
19/12/18,open,109450.0000000
19/12/18,high,109470.0000000
19/12/18,low,109400.0000000
19/12/18,close,109430.0000000
19/12/18,open,109420.0000000
19/12/18,high,109520.0000000
19/12/18,low,109400.0000000
19/12/18,close,109500.0000000
19/12/18,open,109480.0000000
19/12/18,high,109540.0000000
19/12/18,low,109470.0000000
19/12/18,close,109480.0000000
19/12/18,open,109490.0000000
19/12/18,high,109530.0000000
19/12/18,low,109430.0000000
19/12/18,close,109480.0000000
19/12/18,open,109480.0000000
19/12/18,high,109550.0000000
19/12/18,low,109470.0000000
19/12/18,close,109550.0000000
19/12/18,open,109550.0000000
19/12/18,high,109550.0000000
19/12/18,low,109470.0000000
19/12/18,close,109510.0000000
19/12/18,open,109500.0000000
19/12/18,high,109500.0000000
19/12/18,low,109380.0000000
19/12/18,close,109410.0000000
19/12/18,open,109410.0000000
19/12/18,high,109500.0000000
19/12/18,low,109380.0000000
19/12/18,close,109500.0000000
19/12/18,open,109490.0000000
19/12/18,high,109500.0000000
19/12/18,low,109430.0000000
19/12/18,close,109450.0000000
19/12/18,open,109420.0000000
19/12/18,high,109490.0000000
19/12/18,low,109420.0000000
19/12/18,close,109490.0000000
19/12/18,open,109480.0000000
19/12/18,high,109500.0000000
19/12/18,low,109450.0000000
19/12/18,close,109470.0000000
19/12/18,open,109470.0000000
19/12/18,high,109580.0000000
19/12/18,low,109450.0000000
19/12/18,close,109530.0000000
19/12/18,open,109520.0000000
19/12/18,high,109600.0000000
19/12/18,low,109520.0000000
19/12/18,close,109570.0000000
19/12/18,open,109570.0000000
19/12/18,high,109600.0000000
19/12/18,low,109540.0000000
19/12/18,close,109570.0000000
19/12/18,open,109570.0000000
19/12/18,high,109590.0000000
19/12/18,low,109540.0000000
19/12/18,close,109580.0000000
19/12/18,open,109580.0000000
19/12/18,high,109610.0000000
19/12/18,low,109530.0000000
19/12/18,close,109610.0000000
19/12/18,open,109600.0000000
19/12/18,high,109610.0000000
19/12/18,low,109560.0000000
19/12/18,close,109570.0000000
19/12/18,open,109570.0000000
19/12/18,high,109590.0000000
19/12/18,low,109550.0000000
19/12/18,close,109590.0000000
19/12/18,open,109590.0000000
19/12/18,high,109600.0000000
19/12/18,low,109540.0000000
19/12/18,close,109600.0000000
19/12/18,open,109600.0000000
19/12/18,high,109640.0000000
19/12/18,low,109540.0000000
19/12/18,close,109570.0000000
19/12/18,open,109560.0000000
19/12/18,high,109570.0000000
19/12/18,low,109480.0000000
19/12/18,close,109500.0000000
19/12/18,open,109500.0000000
19/12/18,high,109500.0000000
19/12/18,low,109380.0000000
19/12/18,close,109440.0000000
19/12/18,open,109430.0000000
19/12/18,high,109510.0000000
19/12/18,low,109420.0000000
19/12/18,close,109490.0000000
19/12/18,open,109490.0000000
19/12/18,high,109500.0000000
19/12/18,low,109420.0000000
19/12/18,close,109490.0000000
19/12/18,open,109490.0000000
19/12/18,high,109550.0000000
19/12/18,low,109460.0000000
19/12/18,close,109550.0000000
19/12/18,open,109550.0000000
19/12/18,high,109550.0000000
19/12/18,low,109510.0000000
19/12/18,close,109520.0000000
19/12/18,open,109520.0000000
19/12/18,high,109560.0000000
19/12/18,low,109500.0000000
19/12/18,close,109550.0000000
19/12/18,open,109540.0000000
19/12/18,high,109580.0000000
19/12/18,low,109520.0000000
19/12/18,close,109570.0000000
19/12/18,open,109560.0000000
19/12/18,high,109560.0000000
19/12/18,low,109490.0000000
19/12/18,close,109510.0000000
19/12/18,open,109500.0000000
19/12/18,high,109520.0000000
19/12/18,low,109460.0000000
19/12/18,close,109510.0000000
19/12/18,open,109510.0000000
19/12/18,high,109570.0000000
19/12/18,low,109510.0000000
19/12/18,close,109570.0000000
19/12/18,open,109570.0000000
19/12/18,high,109630.0000000
19/12/18,low,109570.0000000
19/12/18,close,109630.0000000
19/12/18,open,109630.0000000
19/12/18,high,109640.0000000
19/12/18,low,109560.0000000
19/12/18,close,109640.0000000
19/12/18,open,109620.0000000
19/12/18,high,109640.0000000
19/12/18,low,109590.0000000
19/12/18,close,109640.0000000
19/12/18,open,109640.0000000
19/12/18,high,109700.0000000
19/12/18,low,109630.0000000
19/12/18,close,109680.0000000
19/12/18,open,109680.0000000
19/12/18,high,109700.0000000
19/12/18,low,109640.0000000
19/12/18,close,109690.0000000
19/12/18,open,109670.0000000
19/12/18,high,109760.0000000
19/12/18,low,109670.0000000
19/12/18,close,109740.0000000
19/12/18,open,109730.0000000
19/12/18,high,109760.0000000
19/12/18,low,109720.0000000
19/12/18,close,109740.0000000
19/12/18,open,109740.0000000
19/12/18,high,109810.0000000
19/12/18,low,109740.0000000
19/12/18,close,109800.0000000
19/12/18,open,109810.0000000
19/12/18,high,109820.0000000
19/12/18,low,109710.0000000
19/12/18,close,109760.0000000
19/12/18,open,109750.0000000
19/12/18,high,109750.0000000
19/12/18,low,109700.0000000
19/12/18,close,109740.0000000
19/12/18,open,109750.0000000
19/12/18,high,109760.0000000
19/12/18,low,109690.0000000
19/12/18,close,109710.0000000
19/12/18,open,109700.0000000
19/12/18,high,109710.0000000
19/12/18,low,109620.0000000
19/12/18,close,109650.0000000
19/12/18,open,109650.0000000
